标题,关键词,类别
第28届世界大冬会中国大学生代表团在哈尔滨成立,大学生,5
揭U23中国男足蜕变之秘：U23新政让小将得到锻炼,u23,0
3名中国学子获颁“拜仁慕尼黑奖学金” 将赴德国交流,交流,5
朱婷豪取排坛七项大奖,豪取,0
“不懂球的胖子”告别，刘国梁亲承“教练生涯退役”,告别,0
济南：雾霾天跑步人数锐减一半 资深跑友在坚持,cba,0
体育总局：调节抑制足球高价引援 合理限制球员过高收入,足球,2
“2017世界雪日”活动中国雪场参与量增至26家,参与,5
难兄难弟之争青岛队大胜吉林队止联赛五连败(图),大胜,0
AlphaGo重现江湖 引无数英雄折腰感叹,英雄,0
WTA深圳公开赛郑赛赛遭逆转出局,深圳,0
恒大称坚决不花高价引进外援 逐步实现全华班,外援,0
CBA迎全明星周末 腾讯视频TV端同享本土篮球嘉年华,全明星,0
世界围棋名人争霸战李世石胜连笑夺冠,夺冠,0
北京公园半马对替跑冠军终身禁赛,禁赛,3
奔跑者陈盆滨 从渔民跑成网红的12年巨变,cba,0
省港杯广东队摘得四连冠 进球后队员集体致敬国旗,致敬,0
马布里末节20分救主 首钢95比85险胜山西,救主,0
CBA将上演“京城德比” 马布里：这是历史性比赛,这是,0
国安新帅昨抵海口 首堂训练课持续两个多小时,两个,0
国足备战中国杯名单公布 “史上最嫩国足”命运几何,史上,5
山西男篮1分险胜福建止住三连败 95后小将成奇兵,福建,0
布里斯班赛张帅无缘女单8强,张帅,0
英超联赛阿森纳惊险抢回1分,阿森纳,0
NBA常规赛近半悬念仍在勇士 最佳新秀西蒙斯遇劲敌,常规赛,0
围棋界众高手感叹人工智能进步神速,cba,0
霍普曼杯网球混合团体赛 费德勒遭新赛季首败,费德勒,0
AlphaGo横扫60位围棋大师 人工智能上了新境界？,围棋,0
“Master”真身为AlphaGo 古力：感受到了围棋的神秘,感受,0
IBF丝路冠军联赛首次进入中国内地 增进拳手了解,冠军联赛,5
中国垂直马拉松联赛长沙开赛 一年举办近千场赛事,一年,5
60连胜，谜底揭晓 Master宣布自己是AlphaGo,揭晓,0
“姚明任篮协主席”传闻引热议 曝两年前即有讨论,两年,0
世界跆拳道大满贯冠军系列赛总决赛韩国选手夺双冠,大满贯,0
冰雪马拉松渐流行 数百选手聚长春寒风中踏雪开跑,马拉松,0
WKG世界综合格斗赛开赛 多国勇士激斗哈尔滨,综合,0
2018年全国皮划艇冠军赛开赛 备战东京奥运会,冠军赛,0
2017深圳网球公开赛 捷克新秀半决赛击败孔塔,网球,0
业界人士聚焦“一带一路”框架下体育与城市融合发展,融合,0
中国滑雪胜地亚布力确认打造亚洲最大滑雪场,确认,5
中国男足主帅里皮：望借中国杯选国足新秀,中国男足,5
海内外千余名 “泳士”冬日畅游济南大明湖,cba,0
各国运动员北方草原“激战”越野滑雪 中法运动员折桂,运动员,0
世界顶级搏击联赛将于浙江“开战” 迎多国选手对决,对决,0
世界羽联最新排名中国队仅混双一项位列榜首,最新,0
体育旅游的两大基石：大众体育与“粉丝经济”,体育,0
中国花滑小将长春竞技 “滑冰潮”让后备人才更充足,人才,5
国家足球运动管理中心正式注销 实现管办分离,正式,0
U23国足小组出线形势告急 只靠一个韦世豪没戏,u23,0
巴萨“攻无力” 新年“开门黑”,巴萨,0
德足协主席 反对世界杯扩军,足协,0
U23亚洲杯A组赛末轮分析：晋级权仍在国足手中,u23,4
欧足联最佳阵容：西甲八将上榜 英超无人入选,入选,0
巴塞罗那主帅恩里克下课倒计时,下课,0
数据占优不抵一个失球 U23国足输得有点遗憾,数据,0
中国杯国足首战对手成色缩水,首战,5
U23中国输乌兹别克 媒体：满场优势毁于瞬间大意,瞬间,5
广东超级杯东莞启动 中国足协副主席容志行授牌,中国足协,0
专业人士：人工智能让人重新认识了围棋,围棋,0
U23亚锦赛中国不敌乌兹别克 末轮大比分胜才确保出线,u23,5
媒体关注运动员进领导机构：时势能否造英雄？,英雄,0
2018年北京房山金水湖全国攀冰锦标赛举行,锦标赛,3
郎平将接受胯关节手术 执教女排视康复情况而定,手术,0
2016体育大生意年度各奖项评选结果揭晓,揭晓,0
2018IBF中国职业拳击联赛设16个级别约70场赛事,职业,5
中国电竞产业热度渐升 “生机”诠释发展潜力,产业,5
中国・阿尔山冰雪体育运动发展论坛开幕,开幕,5
十余个国家搏击选手将出战首届功夫世界杯,首届,0
2018中俄界江黑龙江国际冰球友谊赛开赛,冰球,0
进球后列队向国旗敬礼 男足接过女排的“爱国接力棒”,男足,0
2017年全国马拉松赛事预计将超500场,预计,0
2018海口马拉松开跑 万余名跑者冬日运动狂欢,马拉松,0
英媒称中国足球俱乐部烧钱严重：政府将限制高价引援,俱乐部,5
围棋魅力不会因Master变小,魅力,0
晚报杯围棋赛上演巅峰对决 职业业余高手捉对厮杀,巅峰,0
姚明无缘执掌国家队？上海助教或任男篮主帅,姚明,0
体育总局或通过政策杠杆增加本土年轻球员上场机会,上场,2
VHL：昆仑鸿星压哨扳平比分 加时赛遭对手绝杀,压哨,0
罗洗河谈Master：AI落子力求简明 结果本身不重要,cba,0
2018全球功夫春晚启动 近20位“拳王”发英雄帖,英雄,0
沪上首家2022冬奥会官方特许商品零售店开业,官方,3
体育大生意发布《2016中国运动员影响指数排行榜》,影响,5
中俄哈尔滨国际冰球友谊赛在哈尔滨开赛,冰球,0
马术人李振强：创办最久赛事 不忘马术初心,马术,0
2017年深圳网球公开赛：彭帅/哈拉瓦科娃双打折桂,网球,0
U23国家队遭过严判罚 中国足协提出申诉,判罚,0
第二届野鸭湖冰雪马拉松：2022名选手“预热”北京冬奥会,马拉松,3
英超第23轮压轴之战 曼联攻破斯托克城,之战,0
U-23国足负卡塔尔队 主裁判判罚引发争议,判罚,0
足球运动管理中心正式撤销 职业联盟或今年3月初成立,联盟,0
海外拉练负比甲垫底球队 恒大首场热身赛落败,恒大,0
那不勒斯欲引进德罗巴 力争获新年意甲开门红,意甲,0
2018年澳网大幕开启 中国军团经受冰火考验,澳网,5
“擦地哥”公开信感动篮协 将赴CBA全明星赛当义工,cba,0
3比4输给利物浦 曼城30轮不败终结,不败,0
足管中心正式注销 管办分离改革路无法再“回头”,中心,0
警惕境外博彩公司在中国利用足球转播搞营销,足球,5
巴拿马中国企业举行首届篮球友谊赛,首届,5
媒体：足球“管办分离”要经得起时间检验,时间,0
2017中国拳王赛收官 何君君终结吕斌国内不败记录,国内,5
足管中心正式撤销意义几何？ 足协改革仍面临难题,面临,0
2017中国拳王赛收官 何君君获49公斤级金腰带,收官,5
国青U23亚洲杯出局 评：输了比赛但别输了未来,u23,0
冰壶世界杯9月诞生 每赛季揭幕战及总决赛在中国举办,揭幕战,5
河北搭“冬奥”便车 建全民健身公共服务体系示范区,河北,1
澳网首日两金花突围 张帅逆转上届美网冠军,首日,0
“中国杯”南宁开赛  中国队首战0：2不敌冰岛队,首战,5
改革后的CBA全明星周末如何回应球迷期待？,全明星,0
高准翼满意国家队首秀表现 队长蔡慧康：输在细节,满意,0
2017格力-中国杯国际足球锦标赛南宁开哨,锦标赛,5
意大利选手获欧洲滑雪登山巡回赛阿勒泰分站测试赛冠军,巡回赛,0
贺岁杯中美篮球对抗赛上演 安徽文一惜败美国明星队,惜败,0
中国杯：尹鸿博错失良机 国足首战0-2不敌冰岛,首战,5
2018年澳网开赛 网坛00后们已登上大舞台,澳网,0
U23亚锦赛中国队3次均未出线 足协向亚足联上诉,亚足联,0
国际足联宣布世界杯扩军 中国队出线希望提升,国际足联,0
中国篮协对陶汉林免予禁赛,禁赛,0
U23国足输球不解散 足协决定将继续保留球队建制,输球,0
国青U23亚洲杯出局引叹息 这些小将曾让人眼前一亮,u23,0
世界杯将扩军至48支球队 专家：国足能否出线得看自身,专家,0
《全国电视牌王争霸赛》总决赛 带你领略选手风采,风采,0
首届中国格斗装备展举行 IBF排名委员会主席出席,出席,5
YY LIVE直播CBA 上海主场迎战昔日主帅邓华德,迎战,0
帕戈两次违体被驱逐 同曦主场惜败广州,惜败,0
外媒称国际足联内部达一致 2026世界杯扩军至48队,国际足联,0
15岁追梦少年 要做杭州版“丁俊晖”,少年,0
2017体育悬案待解：郎平是否续约 宁泽涛是否退役,郎平,0
小罗挂靴，足球世界的最后一位舞者退场？,足球,0
2016网智会新年激战成都 下站向总决赛进发,总决赛,0
媒体谈世界杯扩军：清华北大扩招跟学渣有关系吗？,媒体,0
冰岛队主帅：非常羡慕中国队有很好的资金来源,中国队,0
澳网公开赛：费德勒莎娃成吸睛法宝,费德勒,0
“中国杯”今晚开赛 最嫩国足该向冰岛取点什么经,国足,5
乒乓球团体世界杯 刘国正任男队新掌门,乒乓球,0
国际雪联越野滑雪中国巡回赛落幕 12国选手“雪战”,越野,5
澳网女单首轮结束 王蔷、朱琳遗憾出局,澳网,0
两部门联合印发指导意见 促进农民体育再上台阶,指导,0
世青赛成功保组 女子冰球小花悄然绽放,绽放,0
国内球员本赛季迎集体爆发 CBA全明星涌现“中国希望”,全明星,2
37岁小罗即将退役 曾获金球奖近3年没球踢,金球奖,0
国际特殊奥林匹克东亚区融合篮球赛在京开赛,融合,0
莎拉波娃时隔两年重回墨尔本 为死亡之区做好准备,两年,0
足协发出公示国安正式更名,足协,0
国安小将刘国博造惊喜 “绕道”上海终为家乡效力,小将,0
奥运会想方设法瘦身 为何世界杯却反其道而行之,奥运会,0
CBA首钢客场79比88不敌上海 方硕：球队状态很差,首钢,0
网球赞助有新玩法：从金花到小花 国际转国内,国内,0
中国球队在亚洲赛场屡遭“暗算” 凸显足球外交短板,亚洲,5
广东体彩2016年筹集公益金46亿元,广东,0
未来更多挑战在等待周琦，榜样其实就在他身边,周琦,0
“青年军”难堪大任 里皮给一队“加练”,青年,0
巴萨1比1战平比利亚雷亚尔 皮克继续炮轰裁判,战平,0
篮协3月换届 姚明、李金生担任筹备组组长,姚明,0
“中国足球职业联盟”2月成立 足协人员不得挂职,人员,5
宫鲁鸣：姚明有能力当篮协主席,能力,0
女足四国赛佛山打响 中国女足首战4:0横扫越南女足,女足,0
“球王”贝利失去意识被送往医院 健康状况引人担忧,cba,0
“中国杯”国际足球锦标赛今晚开赛 东道主首战冰岛,东道主,5
人民日报谈足球健康发展：耐心不能成为稀缺品,健康,0
杭州2022年第19届亚运会组委会公开招聘高层次人才,人才,0
NBA实力榜：骑士将第一让给马刺,骑士,0
2018全国春季游泳锦标赛启幕 刘湘傅园慧领衔出战,启幕,0
后撤步绝杀尼克斯 NBA未来超星“字母哥”,nba,0
巴特勒、库里当选NBA周最佳,当选,0
国际足联2016年度获奖名单公布 劳埃德获足球小姐,国际足联,0
瑞媒看中超联赛天价引援：烧钱成不了足球大国,足球,0
C罗摘得国际足联2016年世界足球先生称号,国际足联,0
梅西将缺席国际足联颁奖典礼 C罗获奖应无悬念,国际足联,0
首届“中国杯”今日开赛 国足首战冰岛旨在锻炼新人,今日,5
中国杯：智利队凭借点球大战 5:2力挫克罗地亚挺进决赛,挺进,5
第30届晚报杯全国业余围棋锦标赛落幕 白宝祥蝉联个人冠军,业余,0
浙江将打造“15分钟健身圈”推动全民健身热潮,健身,0
2017中国（陵水）国际羽毛球挑战赛开赛,挑战赛,5
NBA扣篮王探访广西壮乡小学 跳竹竿舞包粽子体验别样民族风,探访,0
中国女子冰壶队“背水一战” 力争平昌冬奥会资格,资格,5
冬运中心冰壶部官员：老将不退不代表后备力量不足,官员,0
邹市明：只要竞技能力还在，就没想过退役,能力,0
抗战史从八年变十四年 还原不该忘记的历史,历史,0
业内人士：骑行运动年内或迎爆发 用户有待转化,运动,0
憧憬个人第九届世锦赛 链球名将张文秀力争不留下遗憾,留下,6
新人轮番登场 里皮：大家比较疲惫,登场,0
媒体解读世界杯扩军：奔着钱去的 笼络人心,媒体,0
媒体：“最嫩国足”表现超乎预期 给里皮点赞,媒体,0
里皮借中国杯找“好枪” 媒体：更要寻一种情怀,媒体,5
咕咚布局多个大众体育项目 咕咚冰雪APP上线,冰雪,0
网友调侃C罗：没记住他拿几次奖 记住他换几个女友,网友,0
辽足任命首位外援队长 詹姆斯直言意外,首位,0
世界杯扩军后有悬念：亚洲名额真能增至8.5席？,悬念,0
中国杯国足有“老问题” 体能不足默契不够难争胜,中国,5
聚焦两会：加快基础设施建设 提速冬奥会筹办进程,建设,3
2026年参赛队增至48支 中国球迷有人欢呼有人冷静,球迷,5
国足0比2负冰岛 老将新人有亮点,老将,0
CBA全明星赛闪耀收官 YY LIVE主播花样看球解说,闪耀,0
陶汉林解禁将复出,复出,0
国际足联颁奖典礼巴萨集体缺席,国际足联,0
C罗四度问鼎世界足球先生,cba,0
女排联赛：客场不敌四川 北汽无缘四强,四川,0
万达酒店助力2017中国杯国际足球锦标赛,助力,5
媒体谈中国足球健康发展：以良性生态涵养未来,健康,5
中国杯首战中国队输球：踢了半场好球已属不易,输球,5
宫鲁鸣卸任国家队男篮主教练 签约安徽文一,签约,0
221天难求一胜 “最嫩”国足0：2输冰岛,国足,0
篮球吹响改革号角 没人“配合”姚明也难包打天下,姚明,0
世界杯扩军后或更残酷 国足“乘东风”并不简单,世界杯,0
媒体：两球完败冰岛青年队 国足没有创造奇迹资本,奇迹,0
里皮：有些球员第一次代表国家队比赛略显紧张,代表,2
里皮：中国队将在元宵节前集结“练兵”应战韩国队,韩国队,0
国足点球险胜克罗地亚 里皮：我们的球员没有放弃,放弃,2
中式八球成世界台球新宠 未来五年力争进军奥运,台球,0
“贝克尔杯”国际青少年网球系列赛深圳开赛(图),网球,0
王靖斌赞队友助攻漂亮 石笑天：扑点球时没多想,队友,0
中国杯：王靖斌冲顶救主 国足点球大战击败克罗地亚,救主,5
全国徒步大会福州启幕 十万人健步行迎新年(图),启幕,0
16国冬泳选手济南大明湖畔竞技 “挥洒”冬日激情,激情,0
首届中俄界江冰球友谊赛开赛 俄州长上场参赛,上场,0
赛事天价版权变现困难 业界：“有钱任性”应画上句号,困难,0
准备尝试兼项100米自由泳 孙杨能变身“百米飞鱼”吗？,cba,0
“中国杯”今日争三四名 里皮能否避免国足两大尴尬纪录？,今日,5
业者：AlphaGo战胜众多好手非偶然 不好说能否胜它,战胜,0
外媒称外国球星在中国像“皇帝”：花数亿只为面子,外国,5
张呈栋加盟华夏 知情人：转会费8千万非本土“标王”,转会费,0
广东超级杯足球赛清远开赛 足协副主席容志行授牌,超级,0
比利时乒乓球名将大塞弗宣布参选国际乒联主席,国际乒联,0
国际奥委会主席巴赫会晤中赫集团董事长,巴赫,0
王铮亮业余网球赛夺魁 当初为讨好岳父拿起球拍,业余,0
西班牙国王杯：巴萨小胜皇家社会,西班牙,0
女足四国赛 中国队旗开得胜,女足,0
2016全国新年登高健身大会举行 百万群众祈福登高,大会,0
18新政治中超：调节转会费、限制薪资成为重点,转会费,0
2015Running Girl名花有主 小七关捧冠军喜极而泣,冠军,0
苏宁外援萨米尔正式回到老东家迪纳摩,苏宁,0
非洲国家杯：马内建功 塞内加尔提前出线,塞内加尔,0
困境之中要求胜 首钢今晚战同曦,首钢,0
2022名登山者组方阵元旦登顶江郎山 为亚运会预热,登顶,0
2017NBA全明星首发出炉 威斯布鲁克意外落选,落选,0
巴西前国脚法比亚诺和贾德森加盟天津权健足球俱乐部,天津,0
郎平完成髋关节手术 手术非常成功,手术,0
2016石家庄（正定）马拉松开跑 运动中迎新年,马拉松,0
大塞弗宣布参选国际乒联主席,国际乒联,0
广东万人随奥运冠军西樵山登顶迎新年,万人,0
中国女足2比0战胜泰国女足 比赛现场看台冷清,现场,0
国足2月集训名单：任航曾诚回归 中国杯4新星入选,新星,5
兰州冬泳爱好者“横渡黄河”庆新年(图),cba,0
2017青少年“未来之星”冬季阳光体育大会走进河北,大会,0
中日选手2016新年杯帆船赛同场竞技迎新年(图),选手,0
辽川大战今晚上演第二回合 辽篮球迷倡议文明观赛,观赛,0
“汉马”倒计时100天 千余民众奔跑迎新年(图),倒计时,0
遏制烧钱狠抓青训取缔签字费 足协重拳整治联赛,足协,0
小德卫冕冠军2比3被爆冷 平9年来最差大满贯战绩,最差,0
到2020年成都过半学生踢足球 足球特色学校300所,成都,0
翟晓川穿错衣 北京队再挨罚,cba,0
2015年全国健美健身冠军总决赛在晋江举办(图),健身,0
首场热身赛一球小胜 何塞给小将找位置,热身赛,0
国家游泳队化整为零 春节后将赴美、澳、欧洲集训,集训,0
澳网男单第二轮爆出冷门 德约科维奇无缘32强,德约,0
评论：奥运金牌不是包袱 优势项目如何实现价值转换,优势,0
近百万人参与2016全国新年登高 规模创纪录,创纪录,0
上海男篮队名新潮战绩闪亮 外援场均贡献近60分,贡献,0
2016年首场比赛首钢力争开门红 队员憋足劲,首钢,0
任航回归，中国杯三新人突围？,回归,5
C罗去年进57球 连续5年进球数称雄欧洲顶级联赛,欧洲,0
何时再见福原爱？“瓷娃娃”有生娃计划,计划,0
内马尔再夺桑巴金球奖 连续两年获殊荣,两年,0
彭帅杀入澳网女双决赛 场外“中国面孔”成亮点,女双,5
易建联晒全家福 爱子泳池中玩耍造型呆萌(图),cba,0
“女版杜兰特”多恩落地山西17小时后宣布退队归国,杜兰特,0
皇马3比1战胜皇家社会 贝帅减压,战胜,0
2015中国健儿夺127个世界冠军 创世界纪录12项,健儿,5
扎切罗尼确定签约国安将参加冬训 年薪500万美元,年薪,0
中国选手彭帅晋级澳大利亚网球公开赛女双决赛,女双,4
中国足协计划申办2023年亚洲,申办,0
曼联主帅：不阻拦鲁尼去中超 会是很有趣的经历,主帅,0
国安选帅有进展 扎切罗尼能否来京待官方确定,官方,0
涨薪100万美元扎哈维续约富力,续约,0
中国女足冲刺奥运预选赛 16岁小将破格入选集训,集训,0
中国女足献节日大礼 五球大捷新年首冠,中国女足,0
里约奥运场馆欠费遭停水电 阿维兰热球场杂草丛生,球场,0
埃尔南德斯离开莱斯特城转投马拉加,离开,0
彭帅持外卡出战深圳赛 目前其仅能打双打,深圳,0
阿森纳球员扎卡涉嫌有种族歧视行为,阿森纳,2
年度收官战北汽3比0击败对手 已取得13连胜,年度,0
秦凯乘硬卧返乡 何姿晒类似照片被调侃“秀恩爱”,cba,0
意大利媒体曝料 扎切罗尼将挂帅国安,媒体,0
足协“U23新政”挡住了谁？ 一些年轻球员或遭弃,年轻,2
皇马被曝下血本挖阿圭罗 计划斥资8800万镑,万镑,0
赛法斗或成奥运正式项目 中国可成金牌大户,项目,5
"95后美女闪耀""谁是棋王"" 曾因棋结缘收获爱情(图)",闪耀,0
上港否认报价2亿挖角张琳芃：不如培养队内年轻人,年轻人,0
“弃将”砍下33分助热火绝杀勇士 雷霆悔不悔？,热火,0
《谁是棋王》首场小组赛落幕 多样文化演绎别样围棋,围棋,0
中国女足四国赛夺冠过年 主帅要留“作业”(图),中国女足,0
客场胜广州 首钢队获三连胜,三连胜,0
彭帅挺进女双四强 坦言：这个成绩很意外,意外,0
中国•江山新年登高全国山地竞速挑战赛落下帷幕,挑战赛,5
曼联客场逼平斯托克城队 途家广告闪耀英超,闪耀,0
中国青少年攀岩推广每年吸引十万人次参与,推广,5
北京首钢不敌深圳队 孙悦：我们的发挥非常不好,发挥,3
北京队以86比76击败广州队 排名不变,广州队,0
国脚转会身价一涨再涨:“半个亿”勉强算起步价,转会,0
CBA第31轮上演榜首大战 上海两连败勉强保头名,头名,0
英足总起诉温格 将面临停赛处罚,面临,0
扎切罗尼或在冬训期间正式入主国安,期间,0
C罗被封为“虐菜”高手 对批评不屑一顾,cba,0
陈宝生谈青少年校园足球工作：做大分母抓普及,校园,0
天津男篮客场不敌上海 本土球员集体低迷,集体,2
国安股改公示完成 俱乐部更名为中赫国安,国安,0
哈登仍未摆脱“卡戴珊魔咒”？近期表现低迷,哈登,0
被解约的沃伦为啥复工？稠州银行与其暂时和解,cba,0
“冰王子”普鲁申科宣布将重回花样滑冰赛场,重回,0
专访苏宁易购队主帅：不当教练也许去做孤儿院院长,苏宁,0
全国业余排球邀请赛在哈尔滨开幕,邀请赛,0
滑雪受伤者九成为新手 伤亡者多为80后、90后,滑雪,0
厦门马拉松埃塞尔比亚选手包揽女子前三,塞尔,0
彭帅澳网摘亚亦足够出色 连战前3号种子拿下2胜,种子,0
林丹参演羽毛球励志电影:尽最大努力支持,林丹,0
2022名登山运动爱好者齐聚八达岭 登高迎新年,cba,0
快船客场战胜鹈鹕 核心后卫保罗全场手感冰冷,核心,0
CBA常规赛深圳108比93首钢 莫里斯基本被限（图）,常规赛,0
亚冠日本参赛队元旦出炉 恒大又遇老冤家,恒大,0
四川金强男篮主场力克江苏肯帝亚 取得7连胜（图）,力克,0
巴西前国脚法比亚诺、贾德森加盟天津权健,天津,0
彭帅遗憾错失澳网桂冠 坦言满意希望提升单打排名,满意,0
北京首钢客场止步十连胜 马布里被吹技术犯规,止步,3
新世纪主场战胜北京男篮 莫里斯运动战仅得4分,战胜,3
李娜谈“有无二胎计划”：一切顺其自然,计划,0
博尔特透露退役后改踢足球 称不会去当教练,退役,0
学包饺子、送红包 丁宁：与家人过年最自在,家人,0
李娜坦言愿做教练 退役后一直筹办网球学校,网球,0
“扣篮王”拉文将缺席本赛季全明星扣篮大赛,全明星,0
北京首钢93比108不敌深圳队 10连胜遭终结,终结,3
勇士客场击败黄蜂 保持132场比赛没有连败,客场,0
2015年中国运动员再创佳绩 共获127个世界冠军,再创,5
2017迎新春体育新闻界桥牌联谊赛在京举行,体育,0
Tennis123网球分级赛收官 前专业选手获万元奖金,万元,0
体育上春晚成奥运年惯例 李家军小品史上最经典,史上,0
乐视体育新标全速登场 开启红色激情时代,激情,0
英格兰足总杯 蓝狮大胜晋级,英格兰,4
牛街地区民族运动会举行 助力冬奥全民健身(图),运动会,1
“费纳决”恐难再演 “宿敌”映衬伟大,cba,0
蹦床队教练：奥运选拔难取舍 何雯娜状态提升,选拔,0
中日韩围棋争霸赛：柯洁出师不利 败给日本棋手,围棋,0
郎平：里约奥运会将是中国女排的极限挑战(图),郎平,0
台湾名帅许晋哲辞去山西汾酒男篮主教练,主教练,0
京津冀将建立奥运场馆联盟 规划研究场馆赛后利用,联盟,0
费德勒1665天后大满贯再夺冠 愿与纳达尔分享冠军,分享,0
何雯娜：没想到“晒工资”成头条  退役后想开店,退役,0
北京冬奥会会徽将在下半年正式发布 相关工作正推进,工作,3
"球迷犯事赛区""背锅"" 篮协处罚本溪、长春赛区",赛区,0
大冬会中国日获两金 自由式滑雪空中技巧表现强势,强势,5
媒体：不能拿政治纪律和政治规矩当儿戏,媒体,0
外援新政凸显威力 中超“买买买”被强行叫停,外援,0
围棋“三冠王”柯洁：不强求冠军 只做自己,围棋,0
欧洲众豪门遥祝鸡祥如意 巴神：什么时候结婚？,欧洲,0
杜锋被罚停赛两场 失去担任全明星赛主帅资格,停赛,0
新赛季中超联赛对阵表难产 现实难题需兼顾考虑,对阵,0
探索深足10年：超北上广？ 资金管理青训样样缺,管理,0
国际米兰被拉齐奥淘汰出局 九连胜被终结,终结,0
国奥将开抢“奥运入场券” 恒大福地上盼望护佑,国奥,0
巴西前锋帕托转会天津权健 转会费1800万欧元,前锋,0
沃尔：我相信队友 大加索尔：我们防守不达标,防守,0
中国乒乓球队人气暴增 刘国梁：当网红不是为做明星,cba,0
苏宁：7年183场 埃雷尔森留下的一切会永远记得,留下,0
篮协改革再爆猛料：王健林马云有望当副主席,有望,0
国奥防线稳定锋线人选存疑 赛会制心态更加关键,赛会,0
全球冬季转会大盘点：欧洲豪门很沉寂 中超土豪再抢镜,冬季,0
中国足球地理版图敲定 “吉普赛人”彻底成历史,敲定,5
冬窗转会期力压英超 当中超再次成为烧钱之王,转会,0
山东男篮最强防守悄然归来 赛程上9场里有5主场,防守,0
CBA小将成长记：丁彦雨航成外援 周琦天赋未展现,成长,0
库里31分+致命一投勇士取7连胜 韦德两双热火败北,热火,0
2017中国“未来之星”冬季体育大会开幕,大会,5
WCBA打人者道歉：说声对不起 和队友们引以为戒,道歉,0
WTA台北站彭帅获女单亚军,亚军,0
国际足联与体育数据公司合作打击假球,国际足联,0
柯洁：颜值低酒量差 学围棋时曾咬着苹果睡着,围棋,0
2024奥运申办进入“冲刺阶段” 三强争夺,申办,0
李岩:离开广州就像离开家 郑智从来不骂年轻队员,离开,0
切尔西击败阿森纳扫除夺冠路上最大障碍 “蓝军”冠军？,阿森纳,0
"国奥首战便碰""苦主"" 傅博：要将压力转为动力",国奥,0
火箭为姚明球衣举行退役仪式 休斯敦再无“11号”,姚明,0
郑智第一票投给梅西：阿扎尔穆勒随后 前三无C罗,阿扎尔,0
中超新赛季赛程敲定 国安恒大开锣即演重头戏,恒大,0
梅西:已比孩提时梦想多太多 感谢足球给我的一切,梦想,0
中超新赛季赛程敲定 国安恒大开锣即演重头大戏,恒大,0
美国女足独揽两大奖 主帅埃利斯获奖后感谢父亲,感谢,0
业内人士热议滑雪安全：要未雨绸缪，不要亡羊补牢,滑雪,0
沃尔17+10+5奇才7人上双 罗斯里程悲公牛吃败仗,人上,0
中国将全面加强滑雪运动安全监管,中国,5
"外媒叹服梅西：登足球历史巅峰 那是""上帝的手掌""",巅峰,0
2017足协杯抽签出炉：四支老牌劲旅同处“死亡1/4区”,死亡,0
阿德25+11波帅再派奇兵 马刺大破篮网豪取8连胜,豪取,0
中国男足展开飞行集训 备战主场与韩国队“硬仗”,中国男足,0
国奥星光谁最亮:王彤获亚足联钦点 廖力生天生10号,国奥,0
福建积极备战全运会 新年第一课对兴奋剂说不,福建,0
"京媒：克里梅茨二进宫 国安""改制""红利在哪里？",国安,0
2017足协杯抽签揭晓：国安人和或演“京城德比”,揭晓,0
"国奥小将回应""史上最弱""一说：用成绩来回答吧",国奥,0
马蒂诺:梅西可能不参加里约奥运 基本参加美洲杯,参加,0
张虹安利心灵鸡汤:再多坎坷也不能阻止脸上的微笑,cba,0
"德拉甘启动""魔鬼模式"" 泰达亿利队冬训一天三练",模式,0
梅西5度加冕金球创纪录 得票率超C罗内马尔总和,创纪录,0
潘晓婷变身“猴子”送祝福 网友：拿着球杆更像,网友,0
川疆一战起冲突 周琦怒捶哈达迪,一战,0
延边足球俱乐部股权转让公示 将更名为延边富德,俱乐部,0
世界围棋棋王战 党毅飞首夺世界冠军,世界冠军,0
"内马尔系90后领跑者 ""梅罗""后最有望领军世界足坛",有望,0
意甲尤文图斯继续领跑,意甲,0
申花止步首轮 创中超球队参加亚冠最差成绩,最差,0
阿根廷球星梅西五夺金球奖 支持率远超C罗内马尔,球星,0
亚冠东亚区16强日韩全额各4队 中超球队三缺一,亚冠,0
辽足官宣张鹭投权健 曝转会费7000万创新纪录,转会费,0
YY LIVE直播CBA：争主场优势 李春江再战老东家,再战,0
CBA现最庞大争冠集团:前5各有特点 北京底蕴犹在,争冠,3
FIFA年度最佳阵容得票详情 来看看有哪些遗珠,fifa,0
波耶特首秀被喊“下课” 回应：从没有这样的经历,下课,0
哈勒普伤愈准备复出 直言已为悉尼赛做好准备,做好,0
去巴西看奥运先算经济账 飞机和住宿是花销大头,巴西,0
这三种加强型葡萄酒，你都认识吗？,cba,0
生产商称“劣等”特选珍藏葡萄酒“玷污”里奥哈声誉,cba,0
足球高尔夫：欧洲美洲日趋职业化 中国为潜力股,高尔夫,5
成基金首届慈善晚宴举办 前国足队长范志毅助阵,首届,0
瓜帅为“制造恐慌”向英超同行道歉：不是我本意,道歉,0
梅西五夺金球成历史第一人 瓜帅:不要试图描述他,瓜帅,0
法甲：德佩收获处子球　里昂4:0大胜南锡,法甲,0
WTA澳网种子选手名单出炉：小威头号 A拉避强敌,澳网,0
德国杯-多特蒙德点球战晋八强 拜仁将战沙尔克04,拜仁,0
老太太异地买彩票打发时间 中奖后打飞的领560万,时间,0
党毅飞首获围棋世界冠军,世界冠军,0
蒙牛倾情打造全民冰雪季 传递冬日运动魅力,魅力,0
